O pagamento do valor da multa pode ser parcelado?;A Lei 9.503/97 – Código de Trânsito Brasileiro, não prevê parcelamento de multas de trânsito. Porém, o Art. 284 prevê que “O pagamento da multa poderá ser efetuado até a data do vencimento expressa na Notificação, por oitenta por cento do seu valor.”
Notificação de Autuação e não consta o valor para pagamento, o que devo fazer?;A Notificação de Autuação não possui valor a pagar. Por isso, deverá aguardar o órgão de trânsito lhe encaminhar a Notificação de Penalidade, da qual constará a guia para pagamento com o valor e data de vencimento.
Posso pagar a multa dentro do prazo?;Sim, lembrando que “O pagamento da multa poderá ser efetuado até a data do vencimento expressa na notificação, por oitenta por cento do seu valor”, conforme consta no Art. 284 do CTB.
Qual a vantagem de pagar a multa no prazo? Isto influencia no julgamento do recurso?;A vantagem de pagar a multa no prazo estipulado é que você ganha o desconto permitido pelo Código de Trânsito Brasileiro (20%) e o veículo fica liberado para o licenciamento, transferência nos arquivos do órgão responsável pelo seu registro. Importante: o pagamento não tem nenhuma influência sobre o julgamento do recurso. Atenção: de acordo com as disposições contidas na Lei nº 10.522/02, o não pagamento da multa poderá implicar na inclusão do nome do devedor no Cadastro Informativo dos Créditos Não Quitados do Setor Público Federal – CADIN.
Vendi o veículo e estou recebendo multas?;Neste caso sugerimos que procure o DETRAN que detém o cadastro do veículo, solicitar de imediato o bloqueio do CRLV do veículo, impedindo o novo licenciamento e forçando o comprador a efetivar a transferência da propriedade. Para isso terá que apresentar documentação comprobatória da transação. Para todos os fins, o DNIT não possui nenhuma responsabilidade ou obrigações nos acordos comerciais. 
Minha multa foi cancelada, como solicitar o ressarcimento do valor pago?;Se a multa estiver quitada e por decisão administrativa do órgão ou por deferimento de recurso, ela for cancelada, você deve procurar uma Superintendência Regional do DNIT e dar entrada na solicitação de ressarcimento. 
dar entrada na solicitação de ressarcimento?;Elaborar a solicitação (caso queira utilizar um formulário do órgão, acesse http://www.dnit.gov.br, na opção DNIT CIDADÃO clicando no link - Formulário para Ressarcimento), juntar o comprovante de pagamento da multa com autenticação do recebimento pelo agente arrecadador, anexar cópias do CPF/CNPJ, da CNH ou outro documento de identificação que comprove a assinatura do requerente e, quando pessoa jurídica, documento comprovando a representação. Indicar o nome e número do banco, agência, conta corrente e ser o titular da mesma. Caso não seja, terá que anexar procuração ou autorização registrada em cartório ou com firma reconhecida para que o valor do ressarcimento seja depositado na conta corrente indicada. Não é permitida a indicação de conta poupança. 
Qual é o prazo para que eu seja notificado? Se com 30 (trinta) dias eu não for notificado a infração será cancelada?;De acordo com o Art. 3º da Resolução nº 149/03, do CONTRAN e Art. 281 do Código de Trânsito Brasileiro, se, no prazo máximo de 30 (trinta) dias, não for expedida a Notificação da Autuação, o auto de infração será arquivado e seu registro julgado insubsistente. Neste caso, a palavra expedida quer dizer, postada, entregue para os Correios. A multa devolvida por desatualização do endereço, para todos os fins é válida (Art. 282 §1º do CTB). 
Tenho multa aplicada pelo DNIT, como pagar?;Se não tiver em mãos a Notificação de Penalidade, preferencialmente, acessar o link: http://www.dnit.gov.br, na opção DNIT CIDADÃO, emitir o boleto bancário e quitar, preferencialmente no Banco do Brasil S.A, ou deverá solicitar a guia junto ao DETRAN de domicílio do veículo. 
Como entrar com recurso em 2ª instância administrativa?;O recurso em 2ª instância administrativa deverá ser interposto junto ao DNIT por meio do site www.dnit.gov.br, na opção DNIT CIDADÃO, no prazo de 30 (trinta) dias, contado da publicação ou da notificação da decisão (Art. 288 do CTB).
